uniqid,d11,polintr,qb1,qb3_1,qb3_2,qb3_3,qb3_4,qb3_5,qb3_6,qb3_7,d7r,d9b,d10,d15a,d15b,d25,d63,d1,p1,p2,p3,region_denmark
110006026,51,Medium,Fairly important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,(Re)Married,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Woman,Skilled manual worker,Inap. (not 1 to 4 in d15a),Rural area or village,The lower middle class of society,5,2 Oct 21,8 - 12 h,3199,DK04 - Midtjylland
110006027,33,Strong,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,(Re)Married,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Woman,"Employed position, at desk",Inap. (not 1 to 4 in d15a),Large town,The higher class of society,9,1 Oct 21,8 - 12 h,2005,DK05 - Nordjylland
110006028,74,Medium,Fairly important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,Single,DEN:Primary school 8-11 years,Man,"Retired, unable to work","Unskilled manual worker, etc.",Small/middle town,The working class of society,4,3 Oct 21,8 - 12 h,2506,DK03 - Syddanmark
110006029,60,Not at all,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,Single,DEN:Diploma Degree,Man,"Retired, unable to work","Employed position, at desk",Small/middle town,The upper middle class of society,9,4 Oct 21,17 - 19 h,15630,DK04 - Midtjylland
110006030,69,Strong,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,(Re)Married,DEN:Master or equivalent,Woman,"Business proprietors, etc.",Inap. (not 1 to 4 in d15a),Rural area or village,Refusal (SPONT.),7,30 Sep 21,13 - 16 h,2157,DK05 - Nordjylland
110006031,38,Medium,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,(Re)Married,DEN:Diploma Degree,Man,Student,"Employed position, service job",Rural area or village,The middle class of society,3,4 Oct 21,8 - 12 h,7695,DK02 - Sjaelland
110006032,40,Medium,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,(Re)Married,DEN:Master or equivalent,Man,"Middle management, etc.",Inap. (not 1 to 4 in d15a),Large town,Refusal (SPONT.),7,26 Sep 21,13 - 16 h,4990,DK01 - Hovedstaden
110006033,77,Not at all,Very important,Not mentioned,Not mentioned,Not mentioned,Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,The environmental impact of digital products and services,(Re)Married,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Man,"Retired, unable to work","Middle management, etc.",Small/middle town,The middle class of society,5,4 Oct 21,13 - 16 h,3045,DK03 - Syddanmark
110006034,49,Strong,Very important,Not mentioned,Not mentioned,Not mentioned,The safety and well-being of children,Not mentioned,Not mentioned,The environmental impact of digital products and services,(Re)Married,DEN:Master or equivalent,Man,"Middle management, etc.",Inap. (not 1 to 4 in d15a),Small/middle town,The middle class of society,3,3 Oct 21,8 - 12 h,2888,DK02 - Sjaelland
110006035,79,Strong,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Widow,DEN:Diploma Degree,Man,"Retired, unable to work","Employed position, travelling",Small/middle town,The middle class of society,5,30 Sep 21,13 - 16 h,3262,DK03 - Syddanmark
110006036,68,Medium,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,(Re)Married,DEN:Short cycle tertiary,Man,"Retired, unable to work","Middle management, etc.",Small/middle town,The upper middle class of society,7,2 Oct 21,8 - 12 h,3927,DK03 - Syddanmark
110006037,59,Not at all,Very important,Not mentioned,Not mentioned,Not mentioned,The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,(Re)Married,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Woman,"General management, etc.",Inap. (not 1 to 4 in d15a),Small/middle town,The upper middle class of society,5,1 Oct 21,13 - 16 h,1658,DK03 - Syddanmark
110006038,61,Strong,Fairly important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,(Re)Married,DEN:Diploma Degree,Man,"Retired, unable to work","General management, etc.",Small/middle town,The middle class of society,4,1 Oct 21,13 - 16 h,3309,DK03 - Syddanmark
110006039,71,Medium,Very important,Use of personal data and information by companies or public administrations,Not mentioned,Not mentioned,Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,The environmental impact of digital products and services,Divorced or separated,DEN:Bachelor or equivalent,Man,"Retired, unable to work","Middle management, etc.",Small/middle town,The middle class of society,7,1 Oct 21,8 - 12 h,4352,DK03 - Syddanmark
110006040,43,Medium,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,Divorced or separated,DEN:Bachelor or equivalent,Woman,"Employed position, service job",Inap. (not 1 to 4 in d15a),Small/middle town,The middle class of society,6,1 Oct 21,8 - 12 h,2416,DK05 - Nordjylland
110006041,35,Not at all,Very important,Not mentioned,Not mentioned,Not mentioned,The safety and well-being of children,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,Divorced or separated,DEN:Short cycle tertiary,Woman,"Unskilled manual worker, etc.",Inap. (not 1 to 4 in d15a),Small/middle town,The working class of society,6,1 Oct 21,8 - 12 h,2241,DK03 - Syddanmark
110006042,87,Medium,Fairly important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,Widow,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Woman,"Retired, unable to work","Employed position, at desk",Small/middle town,The middle class of society,4,1 Oct 21,8 - 12 h,2138,DK05 - Nordjylland
110006043,39,Strong,Fairly important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,(Re)Married,DEN:Short cycle tertiary,Woman,Skilled manual worker,Inap. (not 1 to 4 in d15a),Small/middle town,The middle class of society,7,1 Oct 21,13 - 16 h,1404,DK03 - Syddanmark
110006044,40,Medium,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),The safety and well-being of children,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,Single living with a partner,DEN:Short cycle tertiary,Man,"Employed position, at desk",Inap. (not 1 to 4 in d15a),Small/middle town,The upper middle class of society,6,1 Oct 21,13 - 16 h,2244,DK05 - Nordjylland
110006045,56,Medium,Fairly important,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,The environmental impact of digital products and services,Single,DEN:Primary school 8-11 years,Man,"Unskilled manual worker, etc.",Inap. (not 1 to 4 in d15a),Small/middle town,The middle class of society,7,1 Oct 21,8 - 12 h,1667,DK04 - Midtjylland
110006047,70,Strong,Very important,Not mentioned,Not mentioned,Not mentioned,The safety and well-being of children,Not mentioned,Not mentioned,Not mentioned,(Re)Married,DEN:Primary school 8-11 years,Woman,"Unskilled manual worker, etc.",Inap. (not 1 to 4 in d15a),Large town,The middle class of society,3,1 Oct 21,13 - 16 h,2301,DK04 - Midtjylland
110006048,42,Low,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,Single living with a partner,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Man,"Middle management, etc.",Inap. (not 1 to 4 in d15a),Rural area or village,The middle class of society,6,2 Oct 21,8 - 12 h,3048,DK04 - Midtjylland
110006049,62,Strong,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,Not mentioned,Not mentioned,(Re)Married,DEN:Primary school 8-11 years,Man,"Employed position, travelling",Inap. (not 1 to 4 in d15a),Large town,The middle class of society,5,1 Oct 21,17 - 19 h,3618,DK01 - Hovedstaden
110006050,56,Medium,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,Not mentioned,The environmental impact of digital products and services,Divorced or separated,DEN:Diploma Degree,Man,"Retired, unable to work","Middle management, etc.",Small/middle town,The middle class of society,5,2 Oct 21,13 - 16 h,3866,DK03 - Syddanmark
110006051,67,Not at all,Very important,Not mentioned,Not mentioned,The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),The safety and well-being of children,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,(Re)Married,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Woman,"Middle management, etc.",Inap. (not 1 to 4 in d15a),Small/middle town,The middle class of society,9,2 Oct 21,13 - 16 h,2338,DK03 - Syddanmark
110006052,72,Medium,Fairly important,Not mentioned,Not mentioned,Not mentioned,The safety and well-being of children,Not mentioned,Not mentioned,Not mentioned,Widow,DEN:Diploma Degree,Man,"Retired, unable to work","Middle management, etc.",Small/middle town,The middle class of society,6,2 Oct 21,8 - 12 h,2519,DK03 - Syddanmark
110006053,41,Medium,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,(Re)Married,DEN:Short cycle tertiary,Man,"Middle management, etc.",Inap. (not 1 to 4 in d15a),Small/middle town,The lower middle class of society,4,2 Oct 21,8 - 12 h,2293,DK03 - Syddanmark
110006054,66,Low,Fairly important,Use of personal data and information by companies or public administrations,Not mentioned,Not mentioned,The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,Single,DEN:Short cycle tertiary,Woman,"Retired, unable to work","Employed position, service job",Small/middle town,The middle class of society,5,2 Oct 21,13 - 16 h,2387,DK03 - Syddanmark
110006055,75,Medium,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,The environmental impact of digital products and services,(Re)Married,DEN:No Education,Man,Student,Farmer,Rural area or village,The middle class of society,8,2 Oct 21,13 - 16 h,1964,DK02 - Sjaelland
110006056,51,Strong,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,Single living with a partner,DEN:Diploma Degree,Woman,"Middle management, etc.",Inap. (not 1 to 4 in d15a),Rural area or village,The upper middle class of society,3,2 Oct 21,13 - 16 h,1456,DK02 - Sjaelland
110006057,65,Strong,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,Not mentioned,Not mentioned,(Re)Married,DEN:Short cycle tertiary,Woman,"Retired, unable to work","Employed position, service job",Rural area or village,The middle class of society,5,3 Oct 21,13 - 16 h,2115,DK02 - Sjaelland
110006058,51,Strong,Fairly important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,Divorced or separated,DEN:Short cycle tertiary,Man,Skilled manual worker,Inap. (not 1 to 4 in d15a),Small/middle town,The lower middle class of society,3,2 Oct 21,17 - 19 h,2503,DK03 - Syddanmark
110006059,72,Medium,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,Not mentioned,Not mentioned,(Re)Married,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Woman,"Retired, unable to work","Employed position, at desk",Small/middle town,The middle class of society,5,3 Oct 21,8 - 12 h,3445,DK02 - Sjaelland
110006060,31,Medium,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,Single living with a partner,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Man,Skilled manual worker,Inap. (not 1 to 4 in d15a),Large town,The working class of society,4,2 Oct 21,13 - 16 h,2238,DK01 - Hovedstaden
110006061,38,Medium,Fairly important,Not mentioned,Not mentioned,Not mentioned,The safety and well-being of children,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,(Re)Married,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Man,Student,"Unskilled manual worker, etc.",Rural area or village,The middle class of society,7,2 Oct 21,8 - 12 h,1698,DK04 - Midtjylland
110006062,17,Low,Not very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,Single,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Man,Farmer,Inap. (not 1 to 4 in d15a),Rural area or village,The middle class of society,8,2 Oct 21,8 - 12 h,2579,DK04 - Midtjylland
110006063,75,Strong,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,(Re)Married,DEN:Short cycle tertiary,Man,"Retired, unable to work","Employed professional (employed doctor, etc.)",Rural area or village,The middle class of society,4,2 Oct 21,13 - 16 h,2136,DK04 - Midtjylland
110006064,52,Low,Fairly important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,Divorced or separated,DEN:Master or equivalent,Woman,"Retired, unable to work","Middle management, etc.",Rural area or village,The middle class of society,6,2 Oct 21,13 - 16 h,3162,DK04 - Midtjylland
110006065,63,Low,Very important,Not mentioned,Not mentioned,Not mentioned,The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,(Re)Married,DEN:Primary school 8-11 years,Man,"Unskilled manual worker, etc.",Inap. (not 1 to 4 in d15a),Rural area or village,The middle class of society,5,2 Oct 21,13 - 16 h,2486,DK04 - Midtjylland
110006066,57,Low,Fairly important,Use of personal data and information by companies or public administrations,Not mentioned,Not mentioned,The safety and well-being of children,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,(Re)Married,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Man,Skilled manual worker,Inap. (not 1 to 4 in d15a),Rural area or village,The working class of society,5,2 Oct 21,17 - 19 h,2983,DK04 - Midtjylland
110006067,45,Medium,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,Single,DEN:Primary school 8-11 years,Man,"Unskilled manual worker, etc.",Inap. (not 1 to 4 in d15a),Rural area or village,The working class of society,10 Right,3 Oct 21,8 - 12 h,4017,DK04 - Midtjylland
110006068,70,Medium,Fairly important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,The environmental impact of digital products and services,Single,DEN:Bachelor or equivalent,Woman,"Retired, unable to work",Supervisor,Small/middle town,The middle class of society,5,2 Oct 21,13 - 16 h,4221,DK03 - Syddanmark
110006069,57,Strong,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,Single,DEN:Diploma Degree,Man,"Employed position, at desk",Inap. (not 1 to 4 in d15a),Small/middle town,The middle class of society,4,3 Oct 21,8 - 12 h,2174,DK03 - Syddanmark
110006070,48,Strong,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),Not mentioned,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,(Re)Married,DEN:Diploma Degree,Man,"Business proprietors, etc.",Inap. (not 1 to 4 in d15a),Large town,The higher class of society,2,2 Oct 21,8 - 12 h,2874,DK01 - Hovedstaden
110006071,25,Medium,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,(Re)Married,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Woman,Student,"Unskilled manual worker, etc.",Small/middle town,The middle class of society,6,3 Oct 21,8 - 12 h,2039,DK03 - Syddanmark
110006072,67,Strong,Fairly important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,Single,DEN:Diploma Degree,Man,"Retired, unable to work","Unskilled manual worker, etc.",Rural area or village,The working class of society,2,3 Oct 21,8 - 12 h,2925,DK03 - Syddanmark
110006073,58,Strong,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,(Re)Married,DEN:Doctoral or equivalent,Man,"Professional (lawyer, etc.)",Inap. (not 1 to 4 in d15a),Small/middle town,The upper middle class of society,6,3 Oct 21,13 - 16 h,2587,DK03 - Syddanmark
110006074,44,Medium,Very important,Not mentioned,Not mentioned,Not mentioned,The safety and well-being of children,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,(Re)Married,DEN:Bachelor or equivalent,Man,"Employed position, at desk",Inap. (not 1 to 4 in d15a),Large town,The middle class of society,7,3 Oct 21,8 - 12 h,1953,DK05 - Nordjylland
110006075,69,Medium,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),Not mentioned,Not mentioned,Not mentioned,Not mentioned,(Re)Married,DEN:Master or equivalent,Man,"Professional (lawyer, etc.)",Inap. (not 1 to 4 in d15a),Large town,The middle class of society,1 Left,3 Oct 21,13 - 16 h,2770,DK05 - Nordjylland
110006076,51,Medium,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,Divorced or separated,DEN:Master or equivalent,Woman,"Business proprietors, etc.",Inap. (not 1 to 4 in d15a),Large town,The upper middle class of society,8,3 Oct 21,8 - 12 h,3755,DK01 - Hovedstaden
110006077,86,Not at all,Don't know (SPONTANEOUS),Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,Widow,DEN:Primary school 8-11 years,Woman,"Retired, unable to work","Employed position, at desk",Large town,None (SPONT.),5,3 Oct 21,8 - 12 h,3596,DK01 - Hovedstaden
110006078,50,Medium,Very important,Use of personal data and information by companies or public administrations,Not mentioned,The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),The safety and well-being of children,Not mentioned,Not mentioned,Not mentioned,(Re)Married,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Man,"Middle management, etc.",Inap. (not 1 to 4 in d15a),Small/middle town,The middle class of society,6,3 Oct 21,13 - 16 h,2678,DK03 - Syddanmark
110006079,78,Medium,Not very important,Use of personal data and information by companies or public administrations,Not mentioned,Not mentioned,The safety and well-being of children,Not mentioned,Not mentioned,Not mentioned,(Re)Married,DEN:Short cycle tertiary,Man,"Retired, unable to work","Employed position, at desk",Rural area or village,The middle class of society,3,3 Oct 21,17 - 19 h,2058,DK03 - Syddanmark
110006080,64,Medium,Not very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),The safety and well-being of children,Not mentioned,Not mentioned,Not mentioned,Single,DEN:Bachelor or equivalent,Woman,"Retired, unable to work","Middle management, etc.",Rural area or village,The middle class of society,4,3 Oct 21,17 - 19 h,1964,DK03 - Syddanmark
110006081,46,Medium,Fairly important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,Not mentioned,Not mentioned,Single living with a partner,DEN:Diploma Degree,Man,"Business proprietors, etc.",Inap. (not 1 to 4 in d15a),Large town,The middle class of society,DK (SPONT.),3 Oct 21,13 - 16 h,1889,DK01 - Hovedstaden
110006082,38,Medium,Fairly important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,The safety and well-being of children,Not mentioned,Not mentioned,Not mentioned,Single living with a partner,DEN:Diploma Degree,Man,"Employed position, at desk",Inap. (not 1 to 4 in d15a),Large town,The middle class of society,4,3 Oct 21,13 - 16 h,2528,DK01 - Hovedstaden
110006083,61,Medium,Fairly important,Use of personal data and information by companies or public administrations,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Widow,DEN:Short cycle tertiary,Man,"Unemployed, temporarily not working","Unskilled manual worker, etc.",Small/middle town,The working class of society,7,4 Oct 21,8 - 12 h,1957,DK05 - Nordjylland
110006084,62,Strong,Fairly important,Not mentioned,Not mentioned,Not mentioned,The safety and well-being of children,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",The difficulty of disconnecting and finding a good online/offline life balance,The environmental impact of digital products and services,Single,DEN:Diploma Degree,Man,"Retired, unable to work",Skilled manual worker,Small/middle town,The lower middle class of society,7,2 Oct 21,13 - 16 h,1230,DK03 - Syddanmark
110006085,74,Medium,Not very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,The environmental impact of digital products and services,Widow,DEN:Short cycle tertiary,Man,"Unemployed, temporarily not working",Fisherman,Small/middle town,The middle class of society,4,4 Oct 21,13 - 16 h,1103,DK03 - Syddanmark
110006086,49,Medium,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,Not mentioned,The difficulty of disconnecting and finding a good online/offline life balance,Not mentioned,Single living with a partner,"DEN:Upper secondary (in Danish; stx, hhx, htx, hf)",Man,Skilled manual worker,Inap. (not 1 to 4 in d15a),Small/middle town,The upper middle class of society,7,4 Oct 21,13 - 16 h,2384,DK03 - Syddanmark
110006087,74,Strong,Very important,Use of personal data and information by companies or public administrations,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",Not mentioned,Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,(Re)Married,DEN:Master or equivalent,Man,"Retired, unable to work","Middle management, etc.",Rural area or village,The middle class of society,4,4 Oct 21,8 - 12 h,2744,DK04 - Midtjylland
110006088,76,Not at all,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),The safety and well-being of children,Not mentioned,Not mentioned,The environmental impact of digital products and services,(Re)Married,DEN:Doctoral or equivalent,Man,"Retired, unable to work","Middle management, etc.",Rural area or village,The middle class of society,3,4 Oct 21,8 - 12 h,1724,DK04 - Midtjylland
110006089,54,Medium,Very important,Not mentioned,"Cyber-attacks and cybercrime such as theft or abuse of personal data, ransomware (malicious software) or phishing",The difficulty of learning new digital skills in order to take an active part in society (e.g. working or ...),Not mentioned,"The difficulty some people have accessing the online world (e.g. persons with disabilities, elderly people, those ...)",Not mentioned,Not mentioned,Single,DEN:Short cycle tertiary,Man,"Unskilled manual worker, etc.",Inap. (not 1 to 4 in d15a),Rural area or village,The working class of society,5,4 Oct 21,8 - 12 h,1754,DK04 - Midtjylland
